---OutputTable---
time=49045
table_size=7437
[1] - <188 3404 4404 4428 7102 7112 > true count=774, estimated count=38190, Key=1091166
[269] - <17 180 184 260 265 4426 4428 4432 4436 7062 7092 7102 > true count=112, estimated count=38192, Key=6764848
[270] - <188 3404 4404 4426 4432 4434 4436 4438 7102 > true count=778, estimated count=38196, Key=158220
[271] - <17 180 184 3404 4404 4428 4432 4438 7062 7102 > true count=343, estimated count=38200, Key=7261631
[272] - <17 170 180 184 188 260 265 4426 4428 4432 4434 7062 7112 > true count=288, estimated count=38205, Key=4892318
[273] - <17 180 184 4428 4430 4432 4434 4438 7112 > true count=287, estimated count=38198, Key=696095
[274] - <17 180 184 188 3404 4404 4428 7092 7102 > true count=342, estimated count=38197, Key=4295691
[275] - <4430 4432 4434 4438 7062 7082 7092 > true count=9843, estimated count=38250, Key=2850866
[276] - <17 180 184 3404 4404 4430 4432 4434 4438 7062 7092 > true count=424, estimated count=38230, Key=4918657
[277] - <170 188 3404 4404 4432 4434 7062 7092 7102 > true count=776, estimated count=38199, Key=1238404
[278] - <17 170 188 260 265 3404 4404 4438 7062 7102 > true count=592, estimated count=38200, Key=826242
[279] - <17 170 180 184 188 4428 4434 4436 7062 7092 7102 > true count=289, estimated count=38203, Key=3394837
[280] - <17 180 184 188 4428 4432 4438 4940 7102 > true count=343, estimated count=38194, Key=7252993
[281] - <170 180 184 188 260 265 3404 4404 4430 4434 7062 7092 > true count=423, estimated count=38201, Key=6359713
[282] - <17 180 184 188 260 265 3404 4404 4426 4428 4438 4940 7062 7092 > true count=384, estimated count=38229, Key=6847272
[283] - <17 170 3403 3404 4404 4434 4438 7062 > true count=433, estimated count=38200, Key=6171676
[284] - <17 180 184 188 260 265 4426 4436 4940 7062 7102 > true count=112, estimated count=38210, Key=2470448
[285] - <17 180 184 188 4426 4428 4940 7062 7102 > true count=171, estimated count=38194, Key=1954635
[286] - <260 265 4426 4428 4432 4434 7092 7102 > true count=750, estimated count=38199, Key=6332329
[287] - <17 180 184 3404 4404 4432 4438 7062 7092 7102 > true count=342, estimated count=38192, Key=7321515
[288] - <17 170 180 184 188 4426 4432 4438 7062 7092 7102 > true count=291, estimated count=38200, Key=3378835
[289] - <17 170 180 184 188 4426 4432 4434 7062 7092 7102 > true count=289, estimated count=38201, Key=3378831
[290] - <17 170 180 184 260 265 3404 4404 4428 4432 4434 4438 4940 > true count=344, estimated count=38215, Key=3994340
[291] - <17 170 180 184 260 265 4434 4436 7062 7082 7102 > true count=113, estimated count=38201, Key=3672772
[292] - <17 170 180 184 188 260 265 4426 4428 4434 4438 7092 7112 > true count=288, estimated count=38224, Key=4985218
[293] - <180 184 188 260 265 3404 4404 4432 4436 4940 7062 7092 > true count=113, estimated count=38207, Key=311011
[294] - <170 188 3404 4404 4426 4436 7062 7092 7102 > true count=718, estimated count=38195, Key=1229072
[295] - <17 170 180 184 188 3404 4404 4428 4432 4436 7092 > true count=343, estimated count=38201, Key=2372491
[296] - <180 184 3404 4404 4430 4434 4438 7102 > true count=421, estimated count=38202, Key=745240
[297] - <17 170 188 260 265 3404 4404 4428 4436 7062 7092 > true count=719, estimated count=38204, Key=5975006
[298] - <17 170 180 184 188 260 265 4434 4436 7062 7092 7102 > true count=112, estimated count=38200, Key=3068254
[299] - <17 170 180 184 188 4426 4432 4434 4436 7062 7112 > true count=288, estimated count=38203, Key=1925469
[300] - <180 184 3403 3404 4404 4426 4428 4434 4438 > true count=1293, estimated count=38214, Key=1031597
[301] - <170 180 184 188 260 265 3404 4404 4426 7062 7102 > true count=719, estimated count=38201, Key=5171149
[302] - <17 170 180 184 3404 4404 4426 4428 4434 4436 7092 > true count=380, estimated count=38203, Key=7392631
[303] - <17 170 180 184 3404 4404 4432 7092 7102 > true count=342, estimated count=38197, Key=4295017
[304] - <17 170 180 184 188 260 265 3404 4404 4436 4438 7062 7092 > true count=443, estimated count=38199, Key=4819436
[305] - <17 170 180 184 260 265 4432 4438 4940 7062 7112 > true count=341, estimated count=38217, Key=2498548
[306] - <17 188 260 265 3404 4404 4426 4428 4432 4436 4438 > true count=385, estimated count=38204, Key=2371714
[307] - <180 184 188 260 265 4426 4428 4432 4940 7062 7112 > true count=1092, estimated count=38199, Key=2564265
[308] - <17 170 180 184 260 265 3404 4404 4426 4434 4940 7092 > true count=617, estimated count=38201, Key=2109868
[309] - <17 170 188 260 265 3404 4404 4426 4436 4438 7092 > true count=719, estimated count=38199, Key=2750108
[310] - <17 180 184 188 4430 4436 4438 7102 > true count=290, estimated count=38207, Key=3390183
[311] - <170 180 184 260 265 3403 3404 4404 4434 7062 > true count=1381, estimated count=38201, Key=2415658
[312] - <180 184 188 3404 4404 4426 4428 4434 4436 4438 7102 > true count=718, estimated count=38204, Key=1687856
[313] - <17 170 180 184 188 4434 4940 7062 7092 7112 > true count=341, estimated count=38205, Key=6542679
[314] - <170 180 184 188 3404 4404 4434 4438 7062 7092 7102 > true count=459, estimated count=38201, Key=4668190
[315] - <17 170 188 3403 3404 4404 4426 7062 > true count=1097, estimated count=38200, Key=6808966
[316] - <3403 3404 4404 4436 4940 7062 > true count=26268, estimated count=38217, Key=2487937
[317] - <17 170 180 184 260 265 4426 4428 4432 4434 4436 4438 7062 > true count=219, estimated count=38200, Key=1120140
[318] - <188 260 265 4428 4430 4438 7092 7112 > true count=5105, estimated count=38203, Key=1224489
[319] - <17 260 265 4426 4430 4438 4940 7092 > true count=1929, estimated count=38239, Key=6706320
[320] - <180 184 188 260 265 3404 4404 4432 4434 4438 4940 7062 7092 > true count=435, estimated count=38210, Key=5777795
[321] - <17 180 184 3404 4404 4426 4428 4432 4940 7112 > true count=217, estimated count=38199, Key=6088335
[322] - <17 188 260 265 4438 4940 7062 7092 7112 > true count=729, estimated count=38207, Key=5959198
[323] - <170 180 184 4426 4432 4436 4438 7082 7112 > true count=10125, estimated count=38210, Key=732412
[324] - <180 184 188 260 265 4426 4428 4434 4436 7062 7112 > true count=288, estimated count=38219, Key=2288579
[325] - <170 4426 4430 4438 7082 7112 > true count=10137, estimated count=38204, Key=1647086
[326] - <170 188 3404 4404 4426 4434 4438 7062 7092 7102 > true count=778, estimated count=38196, Key=5844064
[327] - <17 170 180 184 4430 4432 4438 7102 > true count=290, estimated count=38200, Key=3357501
[328] - <260 265 3404 4404 4438 7102 7112 > true count=5875, estimated count=38197, Key=7180379
[329] - <260 265 3404 4404 4428 4434 4436 4438 7062 7102 > true count=750, estimated count=38201, Key=5863895
[330] - <17 170 180 184 188 4426 4428 4438 7102 7112 > true count=288, estimated count=38197, Key=4253325
[331] - <188 3404 4404 4426 4428 4436 4438 7062 7092 7112 > true count=7345, estimated count=38214, Key=1401030
[332] - <17 170 180 184 3404 4404 4428 4430 4432 4438 4940 > true count=199, estimated count=38224, Key=3113903
[333] - <180 184 188 3404 4404 4426 4432 4436 4438 7102 > true count=692, estimated count=38242, Key=5826406
[334] - <17 180 184 188 4428 4434 4940 7092 7112 > true count=341, estimated count=38203, Key=1987119
[335] - <17 180 184 188 3404 4404 4430 4432 4434 4438 7092 > true count=423, estimated count=38209, Key=7431135
[336] - <170 180 184 260 265 3404 4404 4430 4940 7062 7092 > true count=1747, estimated count=38205, Key=6251403
[337] - <17 188 3404 4404 4426 4428 4436 4438 4940 7062 > true count=2841, estimated count=38209, Key=4584655
[338] - <188 3403 3404 4404 4430 7062 > true count=23341, estimated count=38201, Key=7289409
[339] - <17 180 184 260 265 4428 4436 4438 7062 7082 7092 > true count=113, estimated count=38248, Key=3744988
[340] - <17 170 180 184 188 4426 4428 4438 4940 7062 7092 7112 > true count=276, estimated count=38211, Key=6694505
[341] - <170 4426 4432 4434 4436 4438 7082 7112 > true count=10143, estimated count=38209, Key=1108758
[342] - <170 180 184 188 260 265 3404 4404 4428 4434 7062 7112 > true count=1094, estimated count=38200, Key=6413599
[343] - <3404 4404 4426 4432 4436 4438 7092 7102 > true count=8502, estimated count=38209, Key=1132798
[344] - <3404 4404 4426 4430 4432 4436 4438 7092 > true count=6841, estimated count=38203, Key=4377310
[345] - <188 3404 4404 4432 4436 4438 7092 7102 > true count=438, estimated count=38193, Key=555544
[346] - <17 170 3404 4404 4426 4434 4436 7102 > true count=635, estimated count=38198, Key=717581
[347] - <17 170 180 184 188 4426 4428 4434 4438 7062 7092 7102 > true count=289, estimated count=38200, Key=6392417
[348] - <180 184 188 260 265 4426 4428 4432 4434 4436 4940 7062 > true count=163, estimated count=38198, Key=6644771
[349] - <17 180 184 188 260 265 4432 4434 4438 7092 7102 > true count=342, estimated count=38201, Key=2259248
[350] - <180 184 3404 4404 4428 4432 7062 7082 > true count=172, estimated count=38249, Key=4833264
[351] - <17 180 184 188 260 265 4426 4434 4438 4940 7112 > true count=340, estimated count=38216, Key=7107844
[352] - <170 260 265 3404 4404 4432 4436 4438 7102 > true count=5879, estimated count=38201, Key=6230623
[353] - <17 180 184 260 265 4430 4432 4438 4940 7062 7092 > true count=103, estimated count=38199, Key=2549152
[354] - <170 180 184 188 3404 4404 4426 4432 4434 4438 7102 > true count=684, estimated count=38199, Key=7433534
[355] - <170 180 184 3404 4404 4432 4434 4436 4438 7062 7102 > true count=422, estimated count=38198, Key=4954746
[356] - <17 170 180 184 3404 4404 4428 4434 4438 7062 7102 > true count=634, estimated count=38205, Key=3150951
[357] - <17 3404 4404 4426 4430 4436 4438 7062 > true count=2322, estimated count=38209, Key=3786385
[358] - <17 170 180 184 4428 4434 4436 7062 7082 7102 > true count=171, estimated count=38192, Key=952495
[359] - <170 180 184 260 265 4426 4432 4434 4436 4438 7062 7102 > true count=289, estimated count=38194, Key=3498001
[360] - <17 170 260 265 3404 4404 4432 4436 4438 7062 7092 > true count=439, estimated count=38244, Key=3408460
[361] - <17 180 184 188 3404 4404 4426 4430 4432 7092 > true count=385, estimated count=38245, Key=4039765
[362] - <17 170 3404 4404 4434 4438 4940 7062 7112 > true count=2844, estimated count=38214, Key=6872305
[363] - <170 188 3403 3404 4404 4428 4438 7092 > true count=17346, estimated count=38230, Key=6160219
[364] - <170 180 184 188 260 265 4426 4428 4432 4434 7092 7112 > true count=288, estimated count=38199, Key=3493863
[365] - <17 180 184 188 3404 4404 4434 4438 4940 7062 7112 > true count=342, estimated count=38209, Key=3490363
[366] - <17 170 180 184 260 265 4426 4428 4430 4432 4940 > true count=199, estimated count=38200, Key=2131976
[367] - <17 170 260 265 3404 4404 4426 4432 4434 4436 > true count=627, estimated count=38198, Key=1018032
[368] - <180 184 188 3404 4404 4426 4428 4432 4434 4438 4940 7062 7092 > true count=423, estimated count=38208, Key=4687784
[369] - <17 188 260 265 3404 4404 4426 4430 4438 7092 > true count=386, estimated count=38199, Key=4294288
[370] - <170 180 184 3404 4404 4428 4434 4940 7102 > true count=37961, estimated count=38210, Key=6064650
[371] - <17 4428 4430 4432 4434 4436 4438 7062 > true count=2322, estimated count=38209, Key=4401421
[372] - <3404 4404 4426 4428 4436 4438 4940 7092 7112 > true count=7943, estimated count=38202, Key=3001088
[373] - <17 170 180 184 188 260 265 4426 4434 4438 7062 7102 > true count=289, estimated count=38205, Key=7282466
[374] - <17 260 265 3404 4404 4430 4432 4434 4438 7062 > true count=1744, estimated count=38208, Key=5927610
[375] - <17 170 180 184 188 4428 4430 4432 4940 7092 > true count=199, estimated count=38204, Key=3062129
[376] - <17 180 184 188 4426 4432 4438 4940 7102 > true count=343, estimated count=38219, Key=7247495
[377] - <17 170 180 184 260 265 4426 4432 4436 7062 7112 > true count=288, estimated count=38201, Key=2196328
[378] - <180 184 3404 4404 4426 4428 4434 4436 4438 7062 7102 > true count=719, estimated count=38195, Key=3453478
[379] - <188 3404 4404 4426 4436 4438 4940 7062 7102 > true count=6380, estimated count=38202, Key=2414348
[380] - <188 4434 4436 4438 7082 7092 7112 > true count=9827, estimated count=38213, Key=3029386
[381] - <17 188 4426 4430 4432 4434 4438 4940 7062 > true count=1817, estimated count=38208, Key=5921371
[382] - <180 184 188 260 265 3403 3404 4404 4426 4438 > true count=1099, estimated count=38214, Key=6693500
[383] - <170 188 260 265 3404 4404 4428 4432 7102 > true count=750, estimated count=38201, Key=4544425
[384] - <17 180 184 188 260 265 3404 4404 4426 4430 4438 7062 > true count=415, estimated count=38224, Key=1040354
[385] - <17 170 180 184 3404 4404 4430 4432 4438 4940 7062 > true count=200, estimated count=38208, Key=472133
[386] - <170 180 184 3404 4404 4426 4430 4436 4438 7092 > true count=7955, estimated count=38215, Key=5798160
[387] - <17 188 4426 4430 4438 4940 7112 > true count=989, estimated count=38214, Key=703751
[388] - <17 170 180 184 188 260 265 3404 4404 4438 7102 > true count=597, estimated count=38198, Key=2821356
[389] - <188 3404 4404 4430 4432 4436 4438 4940 > true count=26484, estimated count=38270, Key=3797904
[390] - <17 3404 4404 4428 4438 4940 7102 > true count=776, estimated count=38194, Key=2387669
[391] - <180 184 188 3404 4404 4428 4432 4436 4438 7102 > true count=438, estimated count=38193, Key=5833568
[392] - <180 184 188 4426 4430 4432 4436 4438 7062 7092 7102 > true count=90, estimated count=38193, Key=1051222
[393] - <170 180 184 4426 4428 4432 4436 4438 4940 7062 7082 7102 > true count=158, estimated count=38193, Key=4324544
[394] - <188 3404 4404 4426 4434 4436 7092 7102 > true count=416, estimated count=38192, Key=530926
[395] - <17 188 4430 7092 7102 > true count=392, estimated count=38192, Key=1705077
[396] - <170 180 184 260 265 4432 4436 4438 4940 7062 7092 7102 > true count=112, estimated count=38195, Key=7097549
[397] - <180 184 188 260 265 4428 4432 4436 4438 4940 7062 7102 > true count=112, estimated count=38195, Key=4130331
[398] - <180 184 188 260 265 4432 4436 4438 4940 7062 7092 7102 > true count=112, estimated count=38193, Key=7104663
[399] - <17 170 180 184 260 265 4426 4434 4436 7062 7102 > true count=112, estimated count=38192, Key=2176400
[400] - <170 180 184 188 4426 4432 4436 4438 7062 7092 7102 7112 > true count=288, estimated count=38192, Key=4637666
[401] - <170 180 184 188 260 265 4428 4436 7062 7082 7102 > true count=112, estimated count=38192, Key=3664757
[402] - <17 180 184 188 4426 4434 4940 7062 7102 > true count=342, estimated count=38192, Key=1976121
[403] - <170 180 184 188 4426 4436 7082 7102 7112 > true count=287, estimated count=38190, Key=3958728
[404] - <180 184 260 265 4428 4432 7102 7112 > true count=287, estimated count=38190, Key=397131
[405] - <17 180 184 4432 7062 7092 7102 7112 > true count=287, estimated count=38190, Key=2872533
[406] - <17 170 180 184 4426 4432 4434 7102 7112 > true count=287, estimated count=38190, Key=7219085
[407] - <17 170 180 184 188 4426 4432 4436 7092 7102 > true count=289, estimated count=38192, Key=4253247
[408] - <180 184 3404 4404 4426 4432 4434 4436 4438 7102 > true count=421, estimated count=38194, Key=4362676
[409] - <17 170 180 184 188 4426 4428 4432 7062 7092 7102 > true count=289, estimated count=38192, Key=3361145
[410] - <170 180 184 188 4428 4432 4436 7062 7092 7102 7112 > true count=287, estimated count=38190, Key=143530
[411] - <17 180 184 3404 4404 4428 7062 7092 7102 > true count=277, estimated count=38192, Key=2685037
[412] - <170 180 184 188 3404 4404 4436 4438 7062 7092 7102 > true count=438, estimated count=38198, Key=4677032
[413] - <180 184 188 4426 4428 4432 4436 4438 7062 7092 7102 7112 > true count=287, estimated count=38191, Key=5596612
[414] - <17 180 184 4430 7062 7092 7102 > true count=289, estimated count=38192, Key=2861435
[415] - <17 180 184 188 4428 4434 4940 7062 7102 > true count=171, estimated count=38192, Key=1981619
[416] - <180 184 260 265 4426 4434 4436 7062 7082 7102 > true count=136, estimated count=38193, Key=1214571
[417] - <180 184 188 260 265 3404 4404 4436 4438 7062 7102 > true count=720, estimated count=38196, Key=6003859
[418] - <180 184 260 265 4426 4432 4436 7062 7082 7102 > true count=136, estimated count=38192, Key=1207409
[419] - <180 184 188 260 265 4434 4436 7062 7082 7092 7102 > true count=112, estimated count=38192, Key=3819525
[420] - <170 180 184 188 4428 4430 4432 4436 7062 7092 7102 > true count=102, estimated count=38192, Key=67428
[421] - <170 180 184 188 4426 4436 4940 7062 7082 7092 7102 > true count=112, estimated count=38192, Key=2342850
